Program/Agency Name,Project Name,Sub-Project Name,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Total 10 Year,Ward Number,Ward,Category
"Parks, Forestry & Recreation",Park Development,Diana Park - Improvements,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,6.00,York Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Dieppe Park Improvements - Phase 2,0.00,900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,14.00,Toronto-Danforth,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Dunkip Park Development,40.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,3.00,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,Edwards Gardens Improvements,1000.00,2600.00,2600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6200.00,15.00,Don Valley West,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Eglinton Park Master Plan Implementation,0.00,0.00,350.00,3000.00,0.00,250.00,2000.00,0.00,0.00,0.00,5600.00,8.00,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Eglinton Park Master Plan Implementation,0.00,3300.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3700.00,8.00,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Elie Wiesel Park Improvements S37,0.00,40.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,6.00,York Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Etobicoke City Centre Park - Design,30.00,900.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,980.00,3.00,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,Etobicoke City Centre Park Construction,0.00,2500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,3.00,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,Fairfield Park - Park Improvements S42,0.00,25.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Frank Faubert Woods Development,0.00,0.00,0.00,730.00,0.00,0.00,0.00,0.00,0.00,0.00,730.00,21.00,Scarborough Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Gore Park & Area Park Development^,1526.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1926.00,10.00,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Park Development,Grand Avenue Park Expansion Ph1 Additional Funds,2875.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3275.00,3.00,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,Green Line - Geary Ave Parcels,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,9.00,Davenport,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Green Line - Lower Davenport Parcels,200.00,850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,12.00,Toronto-St. Pauls,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Greenwood Park Dogs Off Leash Area Improvements,579.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,579.00,14.00,Toronto-Danforth,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Heschel Park Improvements S42,0.00,80.00,420.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,6.00,York Centre,Growth Related
"Parks, Forestry & Recreation",Park Development,Hillsdale Parkette Expansion - Development,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,12.00,Toronto-St. Pauls,Growth Related
"Parks, Forestry & Recreation",Park Development,Humber Bay Park East - Rehabilitation of Ponds,2000.00,5190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7190.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Jane-Finch Area Park Improvements,0.00,100.00,400.00,500.00,500.00,0.00,0.00,0.00,0.00,0.00,1500.00,7.00,Humber River-Black Creek,Growth Related
"Parks, Forestry & Recreation",Park Development,Keelesdale Park - Rebuild Stairs/Path/N.Sporting^,0.00,893.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,893.00,5.00,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lambton Kingsway - Park Improvements S42/Donation,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lambton Kingsway - Park Improvements S42/S37,0.00,168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Land Adjacent to 2175 Lake Shore Blvd. W Jade Park,0.00,900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Land Adjacent to 2175 Lake Shore Blvd. W. Design,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lanyard Park -  Fitness Equipment S42,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,7.00,Humber River-Black Creek,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lawrence Heights Ph1a-Baycrest,0.00,2408.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2408.00,8.00,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lawrence Heights Ph1a-Baycrest Additional Funds,0.00,1900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1900.00,8.00,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lawrence Heights Ph1b-Greenway,450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,8.00,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lawrence Heights Ph1f-Local Neighbourhood Pk,48.00,1394.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1442.00,8.00,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lawrence Heights Phase 2 Parks,0.00,0.00,0.00,0.00,0.00,0.00,960.00,8653.00,0.00,0.00,9613.00,8.00,Eglinton-Lawrence,Growth Related
"Parks, Forestry & Recreation",Park Development,Lower Yonge Park Development,0.00,0.00,0.00,0.00,1000.00,11000.00,0.00,0.00,0.00,0.00,12000.00,10.00,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Park Development,Madelaine Park Improvements S42,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,20.00,Scarborough Southwest,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Mallow Park Redevelopment Phase II S37,50.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,16.00,Don Valley East,Growth Related
"Parks, Forestry & Recreation",Park Development,Market Ln Parkette & S Market Pk Dvt Design - S42,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Market Ln Parkette & S Pk Devt Construction - S42,0.00,2975.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2975.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Miles Road Park Development,0.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,3.00,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,Milliken District Pk-Upper Pond/Stream Restoration,266.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366.00,23.00,Scarborough-North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Milliken Park Fitness Pod Installation,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,23.00,Scarborough-North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Moss Park - Park Redevelopment Construction,0.00,0.00,60.00,65.00,2470.00,2440.00,2465.00,0.00,0.00,0.00,7500.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Moss Park - Park Redevelopment Design,0.00,150.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Mount Dennis Area Park Improvements,0.00,0.00,100.00,400.00,500.00,500.00,0.00,0.00,0.00,0.00,1500.00,5.00,York South-Weston,Growth Related
"Parks, Forestry & Recreation",Park Development,Mouth of the Creek Construction Ph. 1 S37/S45,0.00,6000.00,540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6540.00,10.00,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Park Development,Mouth of the Creek Construction Phase 2,0.00,0.00,4460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4460.00,10.00,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Park Development,North Park Improvements S37,0.00,25.00,293.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318.00,5.00,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Osler Park - Park Improvements,0.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Park Develop 351 Lake Promenade Windows on Lake,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Parkway Forest OLA S42,0.00,40.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,17.00,Don Valley North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Phoebe St/Soho Square - New Park Development,25.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Redpath Park Redevelopment S42,100.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1200.00,15.00,Don Valley West,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Riverdale Park East Top of Bank Improvements,0.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,14.00,Toronto-Danforth,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Rosehill Reservoir Park Improvements with TW,302.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,302.00,11.00,University-Rosedale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Ruddington Park Improvements S42,186.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186.00,17.00,Don Valley North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Runnymede Park Improvements S37,0.00,80.00,720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,5.00,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Scarborough Centre Area Park Development,0.00,100.00,500.00,2400.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,21.00,Scarborough Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Silvercreek Park Improvements S37 S42,435.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,535.00,2.00,Etobicoke Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Silverview Park Redevelopment Study S37,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,18.00,Willowdale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Six Points Park Expansion,0.00,365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365.00,3.00,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,St. Jamestown Open Space Construction,0.00,4615.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4615.00,13.00,Toronto Centre,Growth Related
"Parks, Forestry & Recreation",Park Development,St. Lucie Pk -  Fitness Equipment & Seating S42,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,7.00,Humber River-Black Creek,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,St. Patrick's Square - Park Improvements S37,0.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Stan Wadlow Park Lighting,93.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,19.00,Beaches-East York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Sunnydale Acres Park Improvements  S37,0.00,142.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.00,1.00,Etobicoke North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Toronto Island Master Plan Implementation,0.00,500.00,1500.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,4000.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Toronto Island Park Implementation Phase 1,500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Turning Basin Park Design S42,0.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,14.00,Toronto-Danforth,Growth Related
"Parks, Forestry & Recreation",Park Development,Victoria Memorial Square Improvements S42,100.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1200.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Wallace Emerson (Galleria) Park & Fieldhouse Ph 1,0.00,2350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2350.00,9.00,Davenport,Growth Related
"Parks, Forestry & Recreation",Park Development,Wallace Emerson Park Redevelopment- Phase 1,150.00,2425.00,5950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8525.00,9.00,Davenport,Growth Related
"Parks, Forestry & Recreation",Park Development,Wallace Swanek Lighting S42,0.00,40.00,185.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.00,5.00,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Ward 17 Participatory Budget Henry Farms S37,0.00,100.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,17.00,Don Valley North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Weston Tunnel Park Development,0.00,620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,5.00,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Widmer @ Adelaide - S42,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Yonge Street Linear Parks Improvement S42,131.00,5319.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5450.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,York Off Ramp Park Construction,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4000.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,FMP-Tennis Court Complex no Lights (1) Muirlands,0.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,23.00,Scarborough-North,Growth Related
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,FMP-Tennis Court Complex no Lights (2) Ward 11,0.00,20.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,11.00,University-Rosedale,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,19 Western Battery Road Park Development S42,550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,550.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,Alderwood Memorial Park Playground S37/S42,0.00,35.00,315.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Bell Manor Park - New Splash Pad S42,660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,660.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Maple Leaf Pk New Splash Pad,660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,660.00,5.00,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Pelmo Park Splash Pad (1),660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,660.00,5.00,York South-Weston,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Splash Pad (8),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,660.00,700.00,2.00,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Wading Pool Convert to Splash Pad (3),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,650.00,700.00,21.00,Scarborough Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 11 Wading Pool Convert to Splash Pad (1),0.00,50.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,11.00,University-Rosedale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 15 Splash Pad (7),0.00,0.00,0.00,0.00,0.00,0.00,40.00,660.00,0.00,0.00,700.00,15.00,Don Valley West,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 16 Splash Pad (3),0.00,40.00,660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,16.00,Don Valley East,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 2 Splash Pad (5),0.00,0.00,0.00,0.00,40.00,660.00,0.00,0.00,0.00,0.00,700.00,2.00,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 23 Splash Pad (4),0.00,0.00,40.00,660.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,23.00,Scarborough-North,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 24 Splash Pad (2),40.00,660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,24.00,Scarborough-Guildwood,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 6 Splash Pad (6),0.00,0.00,0.00,0.00,0.00,0.00,40.00,660.00,0.00,0.00,700.00,6.00,York Centre,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 8 Wading Pool Convert to Splash Pad (2),0.00,50.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,8.00,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,Gledhill Park - Splash Pad Upgrade,0.00,40.00,660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,19.00,Beaches-East York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,L`Amoreaux Kidstown Improvements S42,0.00,4993.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4993.00,22.00,Scarborough-Agincourt,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,Spring Garden Park (West) - New Playground,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,Willowdale Park & Playground Improvements S37,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,18.00,Willowdale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,Blantyre ODP Improvements S37 S42,250.00,917.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2167.00,20.00,Scarborough Southwest,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,Davisville Community Pool - Construction,0.00,17803.00,8167.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25970.00,12.00,Toronto-St. Pauls,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,Davisville Community Pool - Design,875.00,960.00,645.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2480.00,12.00,Toronto-St. Pauls,Growth Related
"Parks, Forestry & Recreation",Pool,FMP-Scadding Court Pool Replacement Construction,0.00,0.00,0.00,0.00,0.00,12000.00,15000.00,0.00,0.00,0.00,27000.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,FMP-Scadding Court Pool Replacement Design,0.00,0.00,0.00,0.00,625.00,1500.00,875.00,0.00,0.00,0.00,3000.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,FMP-Waterfront West Pool Addition (1) Construction,0.00,0.00,0.00,12000.00,15000.00,0.00,0.00,0.00,0.00,0.00,27000.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,FMP-Waterfront West Pool Addition (1) Design,0.00,0.00,625.00,1500.00,875.00,0.00,0.00,0.00,0.00,0.00,3000.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,Goulding Pool Shade Treatment S37,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,18.00,Willowdale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Special Facilities,Algonquin Island North Shore Berm,1110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1110.00,10.00,Spadina-Fort York,State of Good Repair
"Parks, Forestry & Recreation",Special Facilities,Allan Gardens Washroom Building Construction - S42,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Special Facilities,Centennial Park S Ski Hill- T-Bar Lift Replacement,0.00,315.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.00,2.00,Etobicoke Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Special Facilities,Centennial Ski Hill Slope - Re-Grading,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,2.00,Etobicoke Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Special Facilities,High Pk Forestry School Building Phase 2 S37,180.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,430.00,4.00,Parkdale-High Park,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Special Facilities,Maple Leaf Cottage Renovation S42,295.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295.00,14.00,Toronto-Danforth,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Special Facilities,University Avenue Median Park Improvements,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,11.00,University-Rosedale,State of Good Repair
"Parks, Forestry & Recreation",Trails & Pathways,Bridge to Mississauga via Etobicoke Valley Pk,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Trails & Pathways,Brookbanks Park Trail Improvements S37,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,16.00,Don Valley East,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Trails & Pathways,Green Line Design & Construction,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,9.00,Davenport,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Trails & Pathways,Green Line Study & Plan,171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,171.00,9.00,Davenport,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Trails & Pathways,John Street Corridor,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Trails & Pathways,S Keelesdale Pk-Stair Improvt NE Corner Eglinton,0.00,251.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251.00,5.00,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Trails & Pathways,Sherway Trail,0.00,0.00,121.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
Seniors Services and Long-Term Care,Carefree Lodge Redevelopment,Carefree Lodge Redevelopment,0.00,9625.00,36000.00,64230.00,55240.00,0.00,0.00,0.00,0.00,0.00,165095.00,23.00,Scarborough-North,Growth Related
"Shelter, Support & Housing Administration",Addition of 1000 New Shelter Beds-2018 to 2020,New Emergency Shelters (1000 Shelter Beds) Site 4,0.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Shelter, Support & Housing Administration",Addition of 1000 New Shelter Beds-2018 to 2020,New Emergency Shelters (1000 Shelter Beds) Site 8,0.00,1700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1700.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Shelter, Support & Housing Administration",25 Canterbury (Eva's Satellite),Finalizing Review and Design of 25 Canterbury,500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,18.00,Willowdale,Service Improvement and Enhancement
"Shelter, Support & Housing Administration",674 Dundas Street W (Women's Residence),Feasibility Review of 674 Dundas Street W,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,11.00,University-Rosedale,State of Good Repair
"Shelter, Support & Housing Administration",George Street Revitalization (GSR),GSR Phase III-Construction,1908.00,7920.00,4969.00,21540.00,441038.00,0.00,0.00,0.00,0.00,0.00,477375.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Shelter, Support & Housing Administration",George Street Revitalization (GSR),GSR Phase III-Construction- Scope change,0.00,0.00,0.00,0.00,92620.00,516.00,0.00,0.00,0.00,0.00,93136.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Shelter, Support & Housing Administration",Strachan House Redevelopment,Strachan House Redevelopment,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
